class,feature029,feature046,feature060,feature062,feature064,feature065,feature066,feature068,feature097,feature104,feature125,feature170,feature268,feature332,feature342,feature442,feature511,feature563
X1,65.20542488356922,138.80894987510445,5.037211767710186,10.835012495439896,25.637183631368238,34.96278823228982,45.81148262163047,1.0436826991009294,-0.06397701654587871,-0.007496671888744458,15.80072755756788,0.585680732664885,0.08190959632601588,0.0894674539133208,2.7979206463900397,0.9880266995731275,58.626070622164335,246.3199529111241
X1,65.59644745646958,140.12113420729148,6.4757122393812985,10.832803743194836,27.969706287678008,33.524287760618705,43.44278814847744,1.05162323171068,0.014280114365182816,-0.006876069461554288,15.772254341347143,0.44097109278757124,0.0959983799324371,0.08712826662031002,2.408297691000067,1.000169356248714,53.87027166361035,251.63868900258933
X1,67.72084611808685,139.752584099344,7.61164077544082,10.759106510712927,24.865757903046326,32.38835922455918,41.00432097724203,1.023870868242439,0.0077576694947667415,-0.007387633765116333,15.80422711031977,0.41219560071220623,0.08774940553749912,0.09093302612805274,3.0320224681180905,0.9586047565842979,44.69504615153535,257.63358318495705
X1,63.4014854793448,149.5820333811341,2.290284837709181,10.577713755439035,24.208100849252382,34.94622598515898,46.07650731832385,1.312114981750399,0.05143566511664539,-0.008509675244428217,15.819406783655285,0.1891730096507817,0.07814081792421639,0.09275430838558824,1.9067584889955818,0.8461861488588155,63.042670418906766,248.46051998597383
X1,62.98038597928439,143.4132995834236,4.1354504529702245,10.820017542204516,29.613713441550573,35.00072000949178,46.48132007051036,1.1582615521491506,0.031819865004369056,-0.006921973407664336,15.75794735771604,0.38840398207050747,0.09791026660134083,0.0854303934611613,1.6848899613549002,0.9897963408035226,65.07282890624495,245.19907311613113
X1,65.25738910833068,141.80112863663578,4.7680904367041075,10.854331355830467,31.227534634477998,35.23190956329589,46.22941977835048,1.0659701351074735,0.06204338414324448,-0.006351132757309824,15.745113275730983,0.45141827179095706,0.11105615082602016,0.08859870856432245,2.21803970010404,0.9400879716872237,69.05874311007291,253.1799332627412
X1,62.93249452729672,142.7117323327966,4.34530028765276,10.847574640155583,30.22849126933441,35.00691758975387,46.52735923817158,1.1407638725370168,0.02958896910175681,-0.00674140480980277,15.750957605540753,0.4110624287053942,0.1001586368843913,0.08459744799360633,1.6596569560021162,1.0061290617197751,65.3037178949751,244.8281502673626
X1,63.430685046318544,140.13035189978132,4.991155104616657,10.904919930492573,30.36288295459184,35.00884489538334,46.43861507924236,1.076450456583826,-1.7295507984236083e-4,-0.006544372463878244,15.748783952575177,0.5073324618008919,0.10026300342343747,0.08405666172658094,1.9063952393652872,1.037286551641207,64.03868083507894,244.40756252064276
X1,65.88845540336378,131.5159174388021,25.3652898916848,10.346249358208128,12.578680714469566,14.634710108315199,21.75363417862493,0.9369068681718549,-0.06244873798484914,-0.007803387255594134,15.820056454259902,0.6440946558353026,0.0868649983588606,0.09005041391195263,4.072768522412306,0.8366035771555267,49.23164148904995,264.51154796033495
X1,65.37732965819652,128.25461369625376,26.908818838171452,10.333904299771973,11.068675113488501,13.09118116182855,20.07885810025977,1.052322203488648,-8.892411987529991e-4,-0.005747797518689185,15.79369493796723,0.2673962232915219,0.07998809925243258,0.07409796178622638,3.0688631298847264,1.0873251156354324,70.63931832596491,264.42337941466457
X1,64.71689772488186,140.50763252495406,26.25663591842763,10.061991247678503,13.136408708943101,13.743364081572368,21.338861704784073,0.8527354604688938,0.0769709100931883,-0.0048,15.80340777743142,0.6314381583048962,0.11410206319727004,0.08146603564280086,4.525492978983466,1.0510910667082294,81.42794455598663,257.8717961157961
X1,67.25017220562928,138.33940509894575,25.496473760590607,9.991038804322761,11.355948424948473,14.503526239409391,21.988039113993754,0.8954806165504269,0.07457346961693838,-0.003654717687238008,15.892163446694612,0.4236190204434097,0.0694927342472598,0.037140780278015886,3.5329655330538747,1.2246017822887747,68.76145003324496,263.5322953828797
X1,64.89288693360658,140.51114710727995,26.037224611934647,10.056319231989375,13.165369000689173,13.962775388065353,21.604356054677254,0.8484372663340997,0.07419659083783627,-0.0048,15.809743362269364,0.6239354920494371,0.11338180723674596,0.08200956213152967,4.482044205068517,1.0503307965276762,82.13676645313738,257.25124225351124
X1,66.26403961416518,129.91072727081468,24.998872823444753,10.3917492782471,12.506227828267287,15.001127176555245,22.078267433456496,0.947909677863936,-0.09000613113022408,-0.0083406556840986,15.82901092806831,0.6392816261632834,0.08131322459764778,0.09209874979562592,3.950797396049532,0.7975172989818267,44.14074330166361,265.1139601857956
X1,66.37456424990725,129.43836167739687,24.89104583862424,10.405138717802801,12.484906833865306,15.10895416137576,22.173798531964238,0.9511475177368149,-0.09811555307023224,-0.008498759767413138,15.831645996123552,0.6378652770835906,0.07967948240339756,0.09270152161326259,3.9149044753020625,0.7860152269206941,42.642624766381644,265.291234389212
X1,64.59518614373505,135.8603014954537,17.71687753059566,10.261568487906457,13.560260142859816,14.264762927511335,20.744945592948795,0.9726226094454526,0.08322081427872181,-0.00592257033586502,15.753963280916214,0.6409311517179013,0.1073558572024107,0.07719678708016872,3.9287490589827296,1.0254721614927054,81.58998907140194,262.3980714323521
X1,64.27408729087801,136.75206497653005,27.259414132763094,10.165820434550756,12.398753898133943,12.740585867236904,19.981650329642278,0.9294410487577318,0.06334907674316782,-0.005089505618344992,15.777237640458624,0.5477188575214241,0.1063197752662003,0.07722484831286129,4.239690132305236,1.0649431910237297,75.53657120325882,262.1456894394737
X1,65.07090847822484,140.5147022762524,25.8152795280762,10.050581715459842,13.194663727943134,14.184720471923798,21.872916352197155,0.8440894363478757,0.07139023354649544,-0.0048,15.816152110891416,0.6163461844706908,0.11265323370918631,0.08255936530278996,4.4380936816236005,1.04956174669303,82.85377387594701,256.62352219110915
X1,64.6177014935439,136.94692764453475,26.6050276354447,10.192304651207152,12.8238182515956,13.394972364555299,20.655268044024847,0.8996798947445582,0.030789114078227438,-0.00598558997735381,15.789759832955896,0.6603790897862055,0.10564890356734395,0.08312006178866141,4.48544637534949,0.9688483291475102,66.45621746979276,262.47334276210796
X1,64.7064900204428,133.4215899723241,27.122002475229976,10.231698907196895,11.877445331626665,12.877997524770024,20.0197497596452,0.9776028564363718,0.03817163174687885,-0.005347515302337706,15.783687882558443,0.43784973375452685,0.09599938790649176,0.0759993023138959,3.780798408517195,1.073715520279482,73.61715116080902,263.03840294608847
X1,67.19609543207018,140.5571431995415,23.165741812304034,9.982088346849988,13.544378546506678,16.834258187695966,25.07893752134275,0.792185878359573,0.03788848005831242,-0.0048,15.892658519097605,0.5257464905423113,0.10395566309206188,0.08912280979626812,3.9134207874516957,1.0403809777082875,91.4132705595246,249.12992083996627
X1,61.43534216649565,147.61468243976967,13.378839857512805,9.717483887216728,11.01961724794763,26.621160142487195,34.1399971774553,0.7971919765412342,-0.05894994089687244,-0.005233519512834028,15.810990931652485,0.07049848860874773,0.1019175844790414,0.07558832303197123,2.9859059607317207,0.7015,73.39402856013128,243.68090773750748
X1,63.30057913282812,148.17505805264972,12.483033843004238,9.87639741096003,12.494780538939684,27.51696615699576,34.871506461290366,0.7658004494769499,0.11920007898136974,-0.004840519938059151,15.797025996902958,0.2054121389882639,0.1018576426634565,0.0746,4.868944495581091,0.7118282154473475,109.00808662239984,244.09418999614567
X1,62.39341647119944,142.70814424375234,18.49583139409537,9.869761783955013,9.794207993701123,21.50416860590463,27.01625649605382,1.016199578579003,-0.08905120002143085,-0.005113027027389035,15.769348648630547,0.11036783787584864,0.09765692972075193,0.07526084324382246,2.4827872048737247,0.6860527891756502,84.31662216521467,243.95614291960095
X1,63.3221779460398,137.8139725634602,23.39988159087296,10.040917032951581,8.901124970342916,16.60011840912704,20.37025837397077,1.2167370817373506,-0.11047274492755532,-0.005474877448100597,15.75125612759497,0.14836213205056265,0.08868303928710519,0.07583980391696096,1.9513374919746538,0.6725195834410377,92.77085920967754,244.63786911222152
X1,61.912635109982645,148.2593260826082,12.77593960125402,9.733885301471432,11.30868323255945,27.22406039874598,34.6815068384487,0.7809686948694754,-0.01047354829590768,-0.004741381079284474,15.792069053964223,0.10776036309520715,0.1061206135907676,0.0746,3.6134499880585818,0.7045415093274089,84.77973920417409,243.44780463693476
X1,62.479079429799086,140.66117543155966,18.29505975702228,10.158166989902314,13.12686257554791,21.70494024297772,29.412360302805993,0.89837195809572,-0.0011583687623031441,-0.010690618429565802,16.02569646280259,0.10628274380043148,0.04072650810126216,0.0856973751236219,1.9273182315237354,0.7015,60.37652166713853,248.82489442131202
X1,65.62333111851751,144.02299721822422,17.300288723961497,9.811642829637835,12.499234851000505,22.699711276038503,30.88471667642675,0.7646665826627985,-0.024103934666281565,-0.004755474062100984,15.884305905571674,0.27724669536272994,0.10146500879628584,0.08586123460649978,3.2903270529297646,0.8850081974300557,88.13619059655366,242.82074704006965
X1,61.95035304137431,141.68209104718386,15.935163666021754,9.954507800059417,11.608947089606964,24.064836333978246,30.221980424355415,0.8841773274957668,-0.05832662741269451,-0.0049399650716455655,15.793428072452079,0.07831263909186237,0.10495185769121163,0.07562842173562385,2.718208314888831,0.7219998732634354,74.27545409104417,242.87221593727452
X1,61.883950889351524,145.39280773411966,15.805749112913222,9.775875774599006,10.284102411653683,24.194250887086778,30.661872073303236,0.9061961401327048,-0.07730056206397712,-0.004914536521350965,15.77927317393245,0.08952633474185132,0.10257949427049606,0.07494325843416154,2.7743102110918376,0.6934763341014739,79.67910983119181,243.58218680622522
X1,62.04703037297209,143.5395397960057,16.260018712291775,9.97574874580102,12.254580452160583,23.739981287708225,31.369338485464734,0.8564890847545583,-0.025080858752038332,-0.008431683616293595,15.936820339001715,0.09147005650028586,0.06605620338451118,0.08151279096133075,2.3655145535802933,0.7015,65.76504402146726,246.6955706219161
X1,62.22954172356366,142.32362655803269,17.11968518699901,10.052808050936367,12.623060341008147,22.88031481300099,30.542648262325766,0.8741817510371562,-0.014975233271438633,-0.009385929985204712,15.974364458434284,0.09772740973904728,0.05535612934622914,0.08328049325128087,2.1804064013946336,0.7015,63.48875970365373,247.59506514998805
X1,62.388845983328366,142.73222874005162,18.47169828505644,9.868919519271563,9.798602905889762,21.52830171494356,27.04896182958775,1.0152127221570815,-0.08894578338451684,-0.005111246340954677,15.769437682952265,0.110180865800241,0.09770109074432402,0.07525799414552749,2.485402499039867,0.6861193868482951,84.27501838543097,243.9527881063586
X1,62.49778709198684,140.53654266745002,18.383176742354035,10.166065673705935,13.164632266370953,21.616823257645965,29.327623428204653,0.9001854805037379,-1.2252837717532938e-4,-0.010788429982960226,16.029544786214828,0.10692413103580475,0.03962973592877389,0.08587856701761484,1.908344393633306,0.7015,60.143199422122535,248.91709383639693
X1,65.94592209049893,144.26737282230297,13.387224873283342,10.157840026953444,11.808956788815117,26.612775126716656,33.90376250462616,0.906705530562508,0.19898946327005979,-0.006314729436486959,15.808842058978044,0.22155811690539123,0.08979478659860324,0.08640414873568807,5.1565329639213395,0.8559487421479774,115.53432298208529,253.23121735877405
X1,67.29888333190624,141.3883702977522,14.193292781670088,10.304091837244108,10.76588966979941,25.806707218329912,33.096341634998005,1.0186713230526308,0.200474420730141,-0.007370699185878038,15.815441869911739,0.18987902442365887,0.08269998984488193,0.09521489633216988,4.8089539210983325,0.9602587539550149,109.55558725630634,259.76173027766447
X1,67.14035674822559,143.53473689258146,17.504338138483767,9.93745783524469,13.600034663316189,22.495661861516233,30.667221685150405,0.7504827910098714,0.08204258671193383,-0.004839046970685012,15.89752484690398,0.374934513353277,0.09747140912055037,0.08697346495094244,4.299153545688885,0.908872525664675,108.55174433242188,243.29463498894404
X1,63.8067369744882,149.72299246943743,12.129950464043022,9.917337432825565,13.331175188088418,27.870049535956976,36.003493921510874,0.7690021129593253,0.14850265295803547,-0.004971110479533672,15.807111047953368,0.21872632803022862,0.08612085779309273,0.06222677656114101,5.74941664788574,0.6648582337766885,122.20033564030678,249.14542524781822
X1,68.18955538465102,139.49308534063715,14.723937811728543,10.400371313774958,10.079224964550395,25.276062188271457,32.564805932886806,1.092379866344412,0.2014519876172999,-0.008065857861191034,15.819786611632445,0.16902426416426897,0.07802939249512274,0.10101512652931269,4.580138098377339,1.0289273968507768,105.61970745522717,264.0608522103033
X1,63.148851105973876,152.94327622606085,11.77266643499285,9.827562777036428,13.582544224298,28.22733356500715,38.054319529051334,0.7937856482543051,0.050801086072623736,-0.005114367908984422,15.821436790898442,0.12751909794658423,0.05957048086822033,0.03729998383671045,6.005704189173132,0.5614263697132468,119.49281797616408,258.5402474711984
X1,66.41518570623752,143.26881418437338,13.666802979177167,10.208566279269382,11.44717743198874,26.333197020822833,33.6237151351166,0.9455399561283878,0.199504508701968,-0.006680983965843916,15.811131149786524,0.21057048102468254,0.08733401397948619,0.08946008496501018,5.035977996492688,0.8921278223760193,113.46064706413641,255.49627271376596
X1,62.120457012708485,148.24670832422842,12.732081757568055,9.75522415755489,11.486281892860308,27.267918242431943,34.709956172489704,0.7786974983611145,0.008942955187335622,-0.004756225500907749,15.792811275045388,0.12238211839413271,0.10548230346096679,0.0746,3.8014397434957328,0.7056325743167196,88.40753771584295,243.54459026591852
X1,67.02316430359073,141.97508021544456,14.02902476448319,10.274287282768636,10.978455590921968,25.97097523551681,33.26088537121322,0.9958538922459353,0.20017180228442885,-0.007155503846704959,15.814096899041907,0.19633488459885123,0.08414583352995104,0.0934193602209445,4.879786811958021,0.9390014893573243,110.77398964243257,258.430881601966
